# fiber2mag fiber2flux sn_hour
14	  	 2512	          189.4
15.2	  	 820 	          108.2
15.96	  	 410 	          76.5
16.7199592321898 205.123931884766 54.1052410486184
17.2490535202971 126.002334594727 48.4319246428165
17.4896350686172 100.959213256836 45.4724894345421
17.6420292240069 87.7381134033203 43.4227397499551
17.7665566275397 78.2307281494141 41.2287061034718
17.8803942268097 70.4437255859375 39.3811096090123
17.9772198849297 64.4335479736328 37.8600615125634
18.0612130108435 59.6368637084961 36.1704792027055
18.1389387888765 55.5168075561523 34.9552212019627
18.2144578250972 51.7865371704102 33.8371552773799
18.2837865307622 48.5831184387207 32.6374972644591
18.3551435673691 45.492790222168 31.5278860736593
18.4222892843446 42.7645874023438 30.1177393558855
18.4896480342184 40.1921081542969 29.1240771376388
18.5494916898286 38.0367431640625 28.3540296787231
18.6058549321625 36.1125411987305 27.3812135976382
18.661070085398 34.3219528198242 26.7421018917012
18.7155967302478 32.6408386230469 26.1323710750933
18.7660586225371 31.1585006713867 25.552827623869
18.8159359409626 29.7594985961914 24.5357071763801
18.8615895697834 28.5340995788574 23.9530667176307
18.9092400178039 27.3088874816895 23.567887940394
18.9563699627995 26.1488151550293 22.67497590442
18.9993308617274 25.134349822998 22.0516424703435
19.0408517077232 24.1913070678711 21.5936522007463
19.0822646674998 23.2859592437744 20.9732925927178
19.1218505340182 22.4522457122803 20.6500136873341
19.1581839999302 21.7133293151855 19.8009014176614
19.1963553844334 20.9632129669189 19.5324076150982
19.2310855168509 20.3032608032227 19.069223544108
19.2644952245449 19.6880149841309 18.7809163919104
19.3006487371477 19.0432243347168 18.4299798677843
19.3343332016182 18.4614887237549 17.9301900731166
19.368066626957 17.8967170715332 17.4956419755429
19.3998485154102 17.3804321289062 17.3157817866986
19.4291095018006 16.9182796478271 16.89957120756
19.4580070613773 16.4739284515381 16.4310387445294
19.4856713222798 16.0594787597656 16.0921779500521
19.5129425313968 15.6611261367798 16.0301296538193
19.5392836334013 15.2857427597046 15.8716518280245
19.565101683745 14.9265460968018 15.6628111282058
19.5890551760013 14.6008434295654 15.2597840539555
19.6113676550791 14.3038501739502 15.1139820021206
19.6349779361969 13.9961576461792 14.831855730711
19.6567593092427 13.7181730270386 14.5264369264372
19.6776944836157 13.4561929702759 14.3705990838231
19.6968219520396 13.2212104797363 14.2035101606952
19.7154450850148 12.9963665008545 14.0687055179385
19.7339208789877 12.7770805358887 13.8280035830282
19.7529984283325 12.5545349121094 13.4713790234322
19.7713732312255 12.3438520431519 13.3940701691202
19.7895745011062 12.1386451721191 13.5093568514487
19.8080622024475 11.9337005615234 13.0736265080737
19.8263812857428 11.734037399292 12.9517581355702
19.8461723852717 11.522084236145 12.6169651336633
19.8646643329275 11.3275051116943 12.4624260007522
19.8832965559979 11.1347732543945 12.42563683471
19.9017740733975 10.9468803405762 12.2024969907266
19.9198157062548 10.7664794921875 12.1924361722378
19.9379268040532 10.5883741378784 11.7324169538719
19.9549818615166 10.4233484268188 11.8970312807408
19.9715519938959 10.2654781341553 11.5379080251284
19.9882423924757 10.1088800430298 11.4079808949465
20.0040079614305 9.96315383911133 11.3871775576138
20.0208882332139 9.80945110321045 11.0346573484207
20.0363746475609 9.6705265045166 11.0012712214805
20.052396591709 9.52886962890625 10.9784484010661
20.068105098054 9.39199733734131 10.8267353264727
20.084454548867 9.25162887573242 10.7764282460729
20.0997001740622 9.12262725830078 10.5883633934681
20.1144840434254 8.99925136566162 10.5308162037579
20.128632854629 8.88273811340332 10.3139902032744
20.143029551938 8.76573181152344 10.1870124286318
20.1570261785952 8.65345478057861 10.2786861129494
20.1702234829588 8.54890727996826 10.1405897209156
20.1837308219647 8.44321155548096 9.90046923438333
20.1978064240781 8.33445930480957 9.96119225270224
20.2116249086042 8.2290563583374 9.72081852230764
20.225527791525 8.12435531616211 9.73394253114674
20.2383291652055 8.02912712097168 9.62048305999603
20.2509532384583 7.93631172180176 9.49959626735377
20.2635094760639 7.84505891799927 9.44774727088749
20.2758059054905 7.75671148300171 9.39387937798761
20.2877367571158 7.67194175720215 9.10576101271303
20.2995956871299 7.58860111236572 9.09339464230247
20.3113819998556 7.50666809082031 9.0268759612983
20.3239289313502 7.42041873931885 8.99437507030722
20.3368131284618 7.33288288116455 8.8372302747551
20.348283137358 7.25582408905029 8.81029719139298
20.3594965543296 7.18127202987671 8.61317164633423
20.3711512199661 7.10459804534912 8.71970722622309
20.3821763204766 7.0328197479248 8.55747289305213
20.3930949953969 6.96244859695435 8.54506966561711
20.4034678439117 6.89624786376953 8.38424091802961
20.4149535334299 6.82367897033691 8.37128327056191
20.4255057618563 6.75768089294434 8.33927989078936
20.4358377806749 6.693678855896 8.15187511754577
20.4458604133686 6.63217258453369 8.18888383002592
20.4553699360332 6.57433795928955 8.25491797053067
20.4653476020148 6.51419830322266 8.0227506312424
20.4753035898479 6.45473718643188 8.02468403504622
20.485308772779 6.39552927017212 7.97080952812191
20.4950767640374 6.33824920654297 7.85824946453322
20.5048112010255 6.28167581558228 7.73465696519303
20.5149041539635 6.22355222702026 7.73900657761633
20.5243532828209 6.16962385177612 7.79069846876831
20.5342684552367 6.11353778839111 7.61902949759732
20.5435277628421 6.06162261962891 7.42133186593971
20.5527539109204 6.01033163070679 7.49662890857927
20.5626126960193 5.95600318908691 7.46211201382573
20.5716837080651 5.90644979476929 7.41906959317695
20.5805670973331 5.85832118988037 7.30592801675678
20.5896637632654 5.80944299697876 7.18650377279416
20.5985287533421 5.76220226287842 7.2596758851315
20.607220933345 5.71625518798828 7.18806517397973
20.6159077120821 5.67070293426514 7.13271779043572
20.6246803834906 5.62506866455078 7.12160807878866
20.6330397459409 5.5819263458252 7.09677405906462
20.6415718873835 5.53823328018188 6.90741580789656
20.6504818399773 5.49297046661377 6.93498211623622
20.6591437777227 5.44932222366333 6.8840097454586
20.6674709048176 5.40768814086914 6.93485201666019
20.6755877461784 5.36741161346436 6.82873876665099
20.6833526692486 5.32916212081909 6.81825620730784
20.6915965673426 5.28885173797607 6.67263695677673
20.6998826775648 5.24864196777344 6.73967134188914
20.7076641911045 5.21115875244141 6.67846976920849
20.7154668546667 5.17384338378906 6.54894168304729
20.7233987219915 5.13618326187134 6.43824925433163
20.731344487547 5.09873199462891 6.55849677129316
20.739613897879 5.06004571914673 6.50491954158949
20.7473064854701 5.02432155609131 6.39261997109803
20.7552925829383 4.98750066757202 6.35023023595112
20.7626483493574 4.95382499694824 6.29288750811703
20.7697693805233 4.92144060134888 6.31301613926031
20.7767926780978 4.88970804214478 6.38075466294561
20.7842945744306 4.85603904724121 6.27967323299216
20.7914088562269 4.8243236541748 6.20342514362527
20.7989966266089 4.79072618484497 6.16770011733243
20.8064159705233 4.75810050964355 6.18944935666304
20.8140179519852 4.72490215301514 6.13457807847774
20.8212119934755 4.69369888305664 6.04119778437608
20.8280892073035 4.66406202316284 6.00851643134641
20.8350879026263 4.63409423828125 5.94833252213889
20.8421574179273 4.60401821136475 5.97930123024134
20.8490824469243 4.57474613189697 5.89693009991338
20.8565124580438 4.54354667663574 5.87089256175571
20.8637156434012 4.513503074646 5.93653897171769
20.8705420208155 4.48521423339844 5.74910051357945
20.8777605341836 4.45549297332764 5.74498130518009
20.8848892186076 4.42633533477783 5.68643064442426
20.891937396213 4.39769458770752 5.71703058563128
20.8988139106576 4.36992931365967 5.58478323473629
20.9056726743934 4.34241104125977 5.58447474535071
20.9125919595176 4.3148250579834 5.66252703993446
20.9192381965797 4.28849315643311 5.51601354234417
20.9258367608641 4.26250886917114 5.54483057707235
20.9328341561696 4.23512601852417 5.57570944439734
20.939758029916 4.20820426940918 5.47171122789274
20.9467145789192 4.18132734298706 5.46434340519496
20.9533274359084 4.15593767166138 5.47023588492218
20.9600869839926 4.1301441192627 5.37273855738788
20.9668825092641 4.10437488555908 5.45234251442526
20.9737716739614 4.07841396331787 5.3522747771919
20.9804758548984 4.05330848693848 5.28541257513551
20.9869221427058 4.0293140411377 5.25094976220333
20.993659596426 4.00438785552979 5.24470683425298
21.0005414143355 3.97908687591553 5.19102229982201
21.0074999974097 3.95366621017456 5.16577585636137
21.0143937534921 3.92864227294922 5.06811637905387
21.0211575698204 3.90424418449402 5.11721909494583
21.0273658486575 3.88198328018188 5.07290410887785
21.0338516340853 3.85886287689209 5.05613160952337
21.0405673988656 3.83506774902344 5.02166640848304
21.0473134161088 3.81131315231323 4.99250123275484
21.053874183173 3.78835201263428 5.00429435749618
21.0600238800467 3.76695513725281 4.95780044060995
21.0664611000471 3.74468731880188 4.93907639140651
21.0732102514827 3.72148180007935 4.87945845617625
21.0798875691627 3.69866466522217 4.83249987285897
21.0860968249098 3.67757272720337 4.821984084885
21.0924953247786 3.6559636592865 4.86011815158639
21.0989452532749 3.6343092918396 4.81444398818964
21.1061222141647 3.61036491394043 4.72995321044985
21.1128537456454 3.58805012702942 4.74404685641028
